id,name,height_dm,weight_hg,base_experience,type_1,type_2,hp,attack,defense,special_attack,special_defense,speed,abilities,generation,is_legendary,is_mythical,color,shape,capture_rate
652,chesnaught,16,900,239.0,grass,fighting,88,107,122,74,75,64,"overgrow, bulletproof",generation-vi,False,False,green,upright,45
653,fennekin,4,94,61.0,fire,,40,45,40,62,60,60,"blaze, magician",generation-vi,False,False,red,quadruped,45
654,braixen,10,145,143.0,fire,,59,59,58,90,70,73,"blaze, magician",generation-vi,False,False,red,upright,45
655,delphox,15,390,240.0,fire,psychic,75,69,72,114,100,104,"blaze, magician",generation-vi,False,False,red,upright,45
656,froakie,3,70,63.0,water,,41,56,40,62,44,71,"torrent, protean",generation-vi,False,False,blue,quadruped,45
657,frogadier,6,109,142.0,water,,54,63,52,83,56,97,"torrent, protean",generation-vi,False,False,blue,humanoid,45
658,greninja,15,400,239.0,water,dark,72,95,67,103,71,122,"torrent, protean",generation-vi,False,False,blue,humanoid,45
659,bunnelby,4,50,47.0,normal,,38,36,38,32,36,57,"pickup, cheek-pouch, huge-power",generation-vi,False,False,brown,upright,255
660,diggersby,10,424,148.0,normal,ground,85,56,77,50,77,78,"pickup, cheek-pouch, huge-power",generation-vi,False,False,brown,upright,127
661,fletchling,3,17,56.0,normal,flying,45,50,43,40,38,62,"big-pecks, gale-wings",generation-vi,False,False,red,wings,255
662,fletchinder,7,160,134.0,fire,flying,62,73,55,56,52,84,"flame-body, gale-wings",generation-vi,False,False,red,wings,120
663,talonflame,12,245,175.0,fire,flying,78,81,71,74,69,126,"flame-body, gale-wings",generation-vi,False,False,red,wings,45
664,scatterbug,3,25,40.0,bug,,38,35,40,27,25,35,"shield-dust, compound-eyes, friend-guard",generation-vi,False,False,black,armor,255
665,spewpa,3,84,75.0,bug,,45,22,60,27,30,29,"shed-skin, friend-guard",generation-vi,False,False,black,blob,120
666,vivillon,12,170,185.0,bug,flying,80,52,50,90,50,89,"shield-dust, compound-eyes, friend-guard",generation-vi,False,False,white,bug-wings,45
667,litleo,6,135,74.0,fire,normal,62,50,58,73,54,72,"rivalry, unnerve, moxie",generation-vi,False,False,brown,quadruped,220
668,pyroar-male,15,815,177.0,fire,normal,86,68,72,109,66,106,"rivalry, unnerve, moxie",generation-vi,False,False,brown,quadruped,65
669,flabebe,1,1,61.0,fairy,,44,38,39,61,79,42,"flower-veil, symbiosis",generation-vi,False,False,white,arms,225
670,floette,2,9,130.0,fairy,,54,45,47,75,98,52,"flower-veil, symbiosis",generation-vi,False,False,white,arms,120
671,florges,11,100,248.0,fairy,,78,65,68,112,154,75,"flower-veil, symbiosis",generation-vi,False,False,white,arms,45
672,skiddo,9,310,70.0,grass,,66,65,48,62,57,52,"sap-sipper, grass-pelt",generation-vi,False,False,brown,quadruped,200
673,gogoat,17,910,186.0,grass,,123,100,62,97,81,68,"sap-sipper, grass-pelt",generation-vi,False,False,brown,quadruped,45
674,pancham,6,80,70.0,fighting,,67,82,62,46,48,43,"iron-fist, mold-breaker, scrappy",generation-vi,False,False,white,upright,220
675,pangoro,21,1360,173.0,fighting,dark,95,124,78,69,71,58,"iron-fist, mold-breaker, scrappy",generation-vi,False,False,white,humanoid,65
676,furfrou,12,280,165.0,normal,,75,80,60,65,90,102,fur-coat,generation-vi,False,False,white,quadruped,160
677,espurr,3,35,71.0,psychic,,62,48,54,63,60,68,"keen-eye, infiltrator, own-tempo",generation-vi,False,False,gray,upright,190
678,meowstic-male,6,85,163.0,psychic,,74,48,76,83,81,104,"keen-eye, infiltrator, prankster",generation-vi,False,False,blue,upright,75
679,honedge,8,20,65.0,steel,ghost,45,80,100,35,37,28,no-guard,generation-vi,False,False,brown,blob,180
680,doublade,8,45,157.0,steel,ghost,59,110,150,45,49,35,no-guard,generation-vi,False,False,brown,heads,90
681,aegislash-shield,17,530,234.0,steel,ghost,60,50,140,50,140,60,stance-change,generation-vi,False,False,brown,blob,45
682,spritzee,2,5,68.0,fairy,,78,52,60,63,65,23,"healer, aroma-veil",generation-vi,False,False,pink,arms,200
683,aromatisse,8,155,162.0,fairy,,101,72,72,99,89,29,"healer, aroma-veil",generation-vi,False,False,pink,humanoid,140
684,swirlix,4,35,68.0,fairy,,62,48,66,59,57,49,"sweet-veil, unburden",generation-vi,False,False,white,legs,200
685,slurpuff,8,50,168.0,fairy,,82,80,86,85,75,72,"sweet-veil, unburden",generation-vi,False,False,white,humanoid,140
686,inkay,4,35,58.0,dark,psychic,53,54,53,37,46,45,"contrary, suction-cups, infiltrator",generation-vi,False,False,blue,tentacles,190
687,malamar,15,470,169.0,dark,psychic,86,92,88,68,75,73,"contrary, suction-cups, infiltrator",generation-vi,False,False,blue,blob,80
688,binacle,5,310,61.0,rock,water,42,52,67,39,56,50,"tough-claws, sniper, pickpocket",generation-vi,False,False,brown,heads,120
689,barbaracle,13,960,175.0,rock,water,72,105,115,54,86,68,"tough-claws, sniper, pickpocket",generation-vi,False,False,brown,heads,45
690,skrelp,5,73,64.0,poison,water,50,60,60,60,60,30,"poison-point, poison-touch, adaptability",generation-vi,False,False,brown,blob,225
691,dragalge,18,815,173.0,poison,dragon,65,75,90,97,123,44,"poison-point, poison-touch, adaptability",generation-vi,False,False,brown,blob,55
692,clauncher,5,83,66.0,water,,50,53,62,58,63,44,mega-launcher,generation-vi,False,False,blue,armor,225
693,clawitzer,13,353,100.0,water,,71,73,88,120,89,59,mega-launcher,generation-vi,False,False,blue,squiggle,55
694,helioptile,5,60,58.0,electric,normal,44,38,33,61,43,70,"dry-skin, sand-veil, solar-power",generation-vi,False,False,yellow,upright,190
695,heliolisk,10,210,168.0,electric,normal,62,55,52,109,94,109,"dry-skin, sand-veil, solar-power",generation-vi,False,False,yellow,upright,75
696,tyrunt,8,260,72.0,rock,dragon,58,89,77,45,45,48,"strong-jaw, sturdy",generation-vi,False,False,brown,upright,45
697,tyrantrum,25,2700,182.0,rock,dragon,82,121,119,69,59,71,"strong-jaw, rock-head",generation-vi,False,False,red,upright,45
698,amaura,13,252,72.0,rock,ice,77,59,50,67,63,46,"refrigerate, snow-warning",generation-vi,False,False,blue,quadruped,45
699,aurorus,27,2250,104.0,rock,ice,123,77,72,99,92,58,"refrigerate, snow-warning",generation-vi,False,False,blue,quadruped,45
700,sylveon,10,235,184.0,fairy,,95,65,65,110,130,60,"cute-charm, pixilate",generation-vi,False,False,pink,quadruped,45
701,hawlucha,8,215,175.0,fighting,flying,78,92,75,74,63,118,"limber, unburden, mold-breaker",generation-vi,False,False,green,humanoid,100
702,dedenne,2,22,151.0,electric,fairy,67,58,57,81,67,101,"cheek-pouch, pickup, plus",generation-vi,False,False,yellow,upright,180
703,carbink,3,57,100.0,rock,fairy,50,50,150,50,150,50,"clear-body, sturdy",generation-vi,False,False,gray,ball,60
704,goomy,3,28,60.0,dragon,,45,50,35,55,75,40,"sap-sipper, hydration, gooey",generation-vi,False,False,purple,squiggle,45
705,sliggoo,8,175,158.0,dragon,,68,75,53,83,113,60,"sap-sipper, hydration, gooey",generation-vi,False,False,purple,squiggle,45
706,goodra,20,1505,270.0,dragon,,90,100,70,110,150,80,"sap-sipper, hydration, gooey",generation-vi,False,False,purple,upright,45
707,klefki,2,30,165.0,steel,fairy,57,80,91,80,87,75,"prankster, magician",generation-vi,False,False,gray,ball,75
708,phantump,4,70,62.0,ghost,grass,43,70,48,50,60,38,"natural-cure, frisk, harvest",generation-vi,False,False,brown,arms,120
709,trevenant,15,710,166.0,ghost,grass,85,110,76,65,82,56,"natural-cure, frisk, harvest",generation-vi,False,False,brown,tentacles,60
710,pumpkaboo-average,4,50,67.0,ghost,grass,49,66,70,44,55,51,"pickup, frisk, insomnia",generation-vi,False,False,brown,ball,120
711,gourgeist-average,9,125,173.0,ghost,grass,65,90,122,58,75,84,"pickup, frisk, insomnia",generation-vi,False,False,brown,blob,60
712,bergmite,10,995,61.0,ice,,55,69,85,32,35,28,"own-tempo, ice-body, sturdy",generation-vi,False,False,blue,quadruped,190
713,avalugg,20,5050,180.0,ice,,95,117,184,44,46,28,"own-tempo, ice-body, sturdy",generation-vi,False,False,blue,quadruped,55
714,noibat,5,80,49.0,flying,dragon,40,30,35,45,40,55,"frisk, infiltrator, telepathy",generation-vi,False,False,purple,wings,190
715,noivern,15,850,187.0,flying,dragon,85,70,80,97,80,123,"frisk, infiltrator, telepathy",generation-vi,False,False,purple,wings,45
716,xerneas,30,2150,306.0,fairy,,126,131,95,131,98,99,fairy-aura,generation-vi,True,False,blue,quadruped,45
717,yveltal,58,2030,306.0,dark,flying,126,131,95,131,98,99,dark-aura,generation-vi,True,False,red,wings,45
718,zygarde-50,50,3050,270.0,dragon,ground,108,100,121,81,95,95,aura-break,generation-vi,True,False,green,squiggle,3
719,diancie,7,88,270.0,rock,fairy,50,100,150,100,150,50,clear-body,generation-vi,False,True,pink,arms,3
720,hoopa,5,90,270.0,psychic,ghost,80,110,60,150,130,70,magician,generation-vi,False,True,purple,arms,3
721,volcanion,17,1950,270.0,fire,water,80,110,120,130,90,70,water-absorb,generation-vi,False,True,brown,quadruped,3
722,rowlet,3,15,64.0,grass,flying,68,55,55,50,50,42,"overgrow, long-reach",generation-vii,False,False,brown,wings,45
723,dartrix,7,160,147.0,grass,flying,78,75,75,70,70,52,"overgrow, long-reach",generation-vii,False,False,brown,wings,45
724,decidueye,16,366,239.0,grass,ghost,78,107,75,100,100,70,"overgrow, long-reach",generation-vii,False,False,brown,wings,45
725,litten,4,43,64.0,fire,,45,65,40,60,40,70,"blaze, intimidate",generation-vii,False,False,red,quadruped,45
726,torracat,7,250,147.0,fire,,65,85,50,80,50,90,"blaze, intimidate",generation-vii,False,False,red,quadruped,45
727,incineroar,18,830,239.0,fire,dark,95,115,90,80,90,60,"blaze, intimidate",generation-vii,False,False,red,upright,45
728,popplio,4,75,64.0,water,,50,54,54,66,56,40,"torrent, liquid-voice",generation-vii,False,False,blue,fish,45
729,brionne,6,175,147.0,water,,60,69,69,91,81,50,"torrent, liquid-voice",generation-vii,False,False,blue,fish,45
730,primarina,18,440,239.0,water,fairy,80,74,74,126,116,60,"torrent, liquid-voice",generation-vii,False,False,blue,fish,45
731,pikipek,3,12,53.0,normal,flying,35,75,30,30,30,65,"keen-eye, skill-link, pickup",generation-vii,False,False,black,wings,255
732,trumbeak,6,148,124.0,normal,flying,55,85,50,40,50,75,"keen-eye, skill-link, pickup",generation-vii,False,False,black,wings,120
733,toucannon,11,260,218.0,normal,flying,80,120,75,75,75,60,"keen-eye, skill-link, sheer-force",generation-vii,False,False,black,wings,45
734,yungoos,4,60,51.0,normal,,48,70,30,30,30,45,"stakeout, strong-jaw, adaptability",generation-vii,False,False,brown,quadruped,255
735,gumshoos,7,142,146.0,normal,,88,110,60,55,60,45,"stakeout, strong-jaw, adaptability",generation-vii,False,False,brown,quadruped,127
736,grubbin,4,44,60.0,bug,,47,62,45,55,45,46,swarm,generation-vii,False,False,gray,armor,255
737,charjabug,5,105,140.0,bug,electric,57,82,95,55,75,36,battery,generation-vii,False,False,green,squiggle,120
738,vikavolt,15,450,225.0,bug,electric,77,70,90,145,75,43,levitate,generation-vii,False,False,blue,armor,45
739,crabrawler,6,70,68.0,fighting,,47,82,57,42,47,63,"hyper-cutter, iron-fist, anger-point",generation-vii,False,False,purple,armor,225
740,crabominable,17,1800,167.0,fighting,ice,97,132,77,62,67,43,"hyper-cutter, iron-fist, anger-point",generation-vii,False,False,white,armor,60
741,oricorio-baile,6,34,167.0,fire,flying,75,70,70,98,70,93,dancer,generation-vii,False,False,red,wings,45
742,cutiefly,1,2,61.0,bug,fairy,40,45,40,55,40,84,"honey-gather, shield-dust, sweet-veil",generation-vii,False,False,yellow,armor,190
743,ribombee,2,5,162.0,bug,fairy,60,55,60,95,70,124,"honey-gather, shield-dust, sweet-veil",generation-vii,False,False,yellow,bug-wings,75
744,rockruff,5,92,56.0,rock,,45,65,40,30,40,60,"keen-eye, vital-spirit, steadfast",generation-vii,False,False,brown,quadruped,190
745,lycanroc-midday,8,250,170.0,rock,,75,115,65,55,65,112,"keen-eye, sand-rush, steadfast",generation-vii,False,False,brown,quadruped,90
746,wishiwashi-solo,2,3,61.0,water,,45,20,20,25,25,40,schooling,generation-vii,False,False,blue,fish,60
747,mareanie,4,80,61.0,poison,water,50,53,62,43,52,45,"merciless, limber, regenerator",generation-vii,False,False,blue,blob,190
748,toxapex,7,145,173.0,poison,water,50,63,152,53,142,35,"merciless, limber, regenerator",generation-vii,False,False,blue,tentacles,75
749,mudbray,10,1100,77.0,ground,,70,100,70,45,55,45,"own-tempo, stamina, inner-focus",generation-vii,False,False,brown,quadruped,190
750,mudsdale,25,9200,175.0,ground,,100,125,100,55,85,35,"own-tempo, stamina, inner-focus",generation-vii,False,False,brown,quadruped,60
751,dewpider,3,40,54.0,water,bug,38,40,52,40,72,27,"water-bubble, water-absorb",generation-vii,False,False,green,legs,200
752,araquanid,18,820,159.0,water,bug,68,70,92,50,132,42,"water-bubble, water-absorb",generation-vii,False,False,green,armor,100
753,fomantis,3,15,50.0,grass,,40,55,35,50,35,35,"leaf-guard, contrary",generation-vii,False,False,pink,upright,190
754,lurantis,9,185,168.0,grass,,70,105,90,80,90,45,"leaf-guard, contrary",generation-vii,False,False,pink,humanoid,75
755,morelull,2,15,57.0,grass,fairy,40,35,55,65,75,15,"illuminate, effect-spore, rain-dish",generation-vii,False,False,purple,blob,190
756,shiinotic,10,115,142.0,grass,fairy,60,45,80,90,100,30,"illuminate, effect-spore, rain-dish",generation-vii,False,False,purple,humanoid,75
757,salandit,6,48,64.0,poison,fire,48,44,40,71,40,77,"corrosion, oblivious",generation-vii,False,False,black,quadruped,120
758,salazzle,12,222,168.0,poison,fire,68,64,60,111,60,117,"corrosion, oblivious",generation-vii,False,False,black,quadruped,45
759,stufful,5,68,68.0,normal,fighting,70,75,50,45,50,50,"fluffy, klutz, cute-charm",generation-vii,False,False,pink,quadruped,140
760,bewear,21,1350,175.0,normal,fighting,120,125,80,55,60,60,"fluffy, klutz, unnerve",generation-vii,False,False,pink,upright,70
761,bounsweet,3,32,42.0,grass,,42,30,38,30,38,32,"leaf-guard, oblivious, sweet-veil",generation-vii,False,False,purple,legs,235
762,steenee,7,82,102.0,grass,,52,40,48,40,48,62,"leaf-guard, oblivious, sweet-veil",generation-vii,False,False,purple,humanoid,120
763,tsareena,12,214,230.0,grass,,72,120,98,50,98,72,"leaf-guard, queenly-majesty, sweet-veil",generation-vii,False,False,purple,humanoid,45
764,comfey,1,3,170.0,fairy,,51,52,90,82,110,100,"flower-veil, triage, natural-cure",generation-vii,False,False,green,ball,60
765,oranguru,15,760,172.0,normal,psychic,90,60,80,90,110,60,"inner-focus, telepathy, symbiosis",generation-vii,False,False,white,humanoid,45
766,passimian,20,828,172.0,fighting,,100,120,90,40,60,80,"receiver, defiant",generation-vii,False,False,white,upright,45
767,wimpod,5,120,46.0,bug,water,25,35,40,20,30,80,wimp-out,generation-vii,False,False,gray,tentacles,90
768,golisopod,20,1080,186.0,bug,water,75,125,140,60,90,40,emergency-exit,generation-vii,False,False,gray,humanoid,45
769,sandygast,5,700,64.0,ghost,ground,55,55,80,70,45,15,"water-compaction, sand-veil",generation-vii,False,False,brown,squiggle,140
770,palossand,13,2500,168.0,ghost,ground,85,75,110,100,75,35,"water-compaction, sand-veil",generation-vii,False,False,brown,squiggle,60
771,pyukumuku,3,12,144.0,water,,55,60,130,30,130,5,"innards-out, unaware",generation-vii,False,False,black,squiggle,60
772,type-null,19,1205,107.0,normal,,95,95,95,95,95,59,battle-armor,generation-vii,True,False,gray,quadruped,3
773,silvally,23,1005,257.0,normal,,95,95,95,95,95,95,rks-system,generation-vii,True,False,gray,quadruped,3
774,minior-red-meteor,3,400,154.0,rock,flying,60,60,100,60,100,60,shields-down,generation-vii,False,False,brown,ball,30
775,komala,4,199,168.0,normal,,65,115,65,75,95,65,comatose,generation-vii,False,False,blue,humanoid,45
776,turtonator,20,2120,170.0,fire,dragon,60,78,135,91,85,36,shell-armor,generation-vii,False,False,red,upright,70
777,togedemaru,3,33,152.0,electric,steel,65,98,63,40,73,96,"iron-barbs, lightning-rod, sturdy",generation-vii,False,False,gray,upright,180
778,mimikyu-disguised,2,7,167.0,ghost,fairy,55,90,80,50,105,96,disguise,generation-vii,False,False,yellow,squiggle,45
779,bruxish,9,190,166.0,water,psychic,68,105,70,70,70,92,"dazzling, strong-jaw, wonder-skin",generation-vii,False,False,pink,fish,80
780,drampa,30,1850,170.0,normal,dragon,78,60,85,135,91,36,"berserk, sap-sipper, cloud-nine",generation-vii,False,False,white,squiggle,70
781,dhelmise,39,2100,181.0,ghost,grass,70,131,100,86,90,40,steelworker,generation-vii,False,False,green,blob,25
782,jangmo-o,6,297,60.0,dragon,,45,55,65,45,45,45,"bulletproof, soundproof, overcoat",generation-vii,False,False,gray,quadruped,45
783,hakamo-o,12,470,147.0,dragon,fighting,55,75,90,65,70,65,"bulletproof, soundproof, overcoat",generation-vii,False,False,gray,upright,45
784,kommo-o,16,782,270.0,dragon,fighting,75,110,125,100,105,85,"bulletproof, soundproof, overcoat",generation-vii,False,False,gray,upright,45
785,tapu-koko,18,205,257.0,electric,fairy,70,115,85,95,75,130,"electric-surge, telepathy",generation-vii,True,False,yellow,arms,3
786,tapu-lele,12,186,257.0,psychic,fairy,70,85,75,130,115,95,"psychic-surge, telepathy",generation-vii,True,False,pink,arms,3
787,tapu-bulu,19,455,257.0,grass,fairy,70,130,115,85,95,75,"grassy-surge, telepathy",generation-vii,True,False,red,arms,3
788,tapu-fini,13,212,257.0,water,fairy,70,75,115,95,130,85,"misty-surge, telepathy",generation-vii,True,False,purple,arms,3
789,cosmog,2,1,40.0,psychic,,43,29,31,29,31,37,unaware,generation-vii,True,False,blue,ball,45
790,cosmoem,1,9999,140.0,psychic,,43,29,131,29,131,37,sturdy,generation-vii,True,False,blue,ball,45
791,solgaleo,34,2300,306.0,psychic,steel,137,137,107,113,89,97,full-metal-body,generation-vii,True,False,white,quadruped,45
792,lunala,40,1200,306.0,psychic,ghost,137,113,89,137,107,97,shadow-shield,generation-vii,True,False,purple,wings,45
793,nihilego,12,555,257.0,rock,poison,109,53,47,127,131,103,beast-boost,generation-vii,False,False,white,tentacles,45
794,buzzwole,24,3336,257.0,bug,fighting,107,139,139,53,53,79,beast-boost,generation-vii,False,False,red,tentacles,45
795,pheromosa,18,250,257.0,bug,fighting,71,137,37,137,37,151,beast-boost,generation-vii,False,False,white,humanoid,45
796,xurkitree,38,1000,257.0,electric,,83,89,71,173,71,83,beast-boost,generation-vii,False,False,black,upright,45
797,celesteela,92,9999,257.0,steel,flying,97,101,103,107,101,61,beast-boost,generation-vii,False,False,green,humanoid,45
798,kartana,3,1,257.0,grass,steel,59,181,131,59,31,109,beast-boost,generation-vii,False,False,white,humanoid,45
799,guzzlord,55,8880,257.0,dark,dragon,223,101,53,97,53,43,beast-boost,generation-vii,False,False,black,upright,45
800,necrozma,24,2300,270.0,psychic,,97,107,101,127,89,79,prism-armor,generation-vii,True,False,black,arms,255
801,magearna,10,805,270.0,steel,fairy,80,95,115,130,115,65,soul-heart,generation-vii,False,True,gray,humanoid,3
802,marshadow,7,222,270.0,fighting,ghost,90,125,80,90,90,125,technician,generation-vii,False,True,gray,humanoid,3
803,poipole,6,18,189.0,poison,,67,73,67,73,67,73,beast-boost,generation-vii,False,False,purple,upright,45
804,naganadel,36,1500,243.0,poison,dragon,73,73,73,127,73,121,beast-boost,generation-vii,False,False,purple,wings,45
805,stakataka,55,8200,257.0,rock,steel,61,131,211,53,101,13,beast-boost,generation-vii,False,False,gray,quadruped,30
806,blacephalon,18,130,257.0,fire,ghost,53,127,53,151,79,107,beast-boost,generation-vii,False,False,white,humanoid,30
807,zeraora,15,445,270.0,electric,,88,112,75,102,80,143,volt-absorb,generation-vii,False,True,yellow,humanoid,3
808,meltan,2,80,135.0,steel,,46,65,65,55,35,34,magnet-pull,generation-vii,False,True,gray,ball,3
809,melmetal,25,8000,270.0,steel,,135,143,143,80,65,34,iron-fist,generation-vii,False,True,gray,humanoid,3
810,grookey,3,50,62.0,grass,,50,65,50,40,40,65,"overgrow, grassy-surge",generation-viii,False,False,green,upright,45
811,thwackey,7,140,147.0,grass,,70,85,70,55,60,80,"overgrow, grassy-surge",generation-viii,False,False,green,upright,45
812,rillaboom,21,900,265.0,grass,,100,125,90,60,70,85,"overgrow, grassy-surge",generation-viii,False,False,green,humanoid,45
813,scorbunny,3,45,62.0,fire,,50,71,40,40,40,69,"blaze, libero",generation-viii,False,False,white,upright,45
814,raboot,6,90,147.0,fire,,65,86,60,55,60,94,"blaze, libero",generation-viii,False,False,gray,upright,45
815,cinderace,14,330,265.0,fire,,80,116,75,65,75,119,"blaze, libero",generation-viii,False,False,white,upright,45
816,sobble,3,40,62.0,water,,50,40,40,70,40,70,"torrent, sniper",generation-viii,False,False,blue,quadruped,45
817,drizzile,7,115,147.0,water,,65,60,55,95,55,90,"torrent, sniper",generation-viii,False,False,blue,upright,45
818,inteleon,19,452,265.0,water,,70,85,65,125,65,120,"torrent, sniper",generation-viii,False,False,blue,upright,45
819,skwovet,3,25,55.0,normal,,70,55,55,35,35,25,"cheek-pouch, gluttony",generation-viii,False,False,brown,upright,255
820,greedent,6,60,161.0,normal,,120,95,95,55,75,20,"cheek-pouch, gluttony",generation-viii,False,False,brown,upright,90
821,rookidee,2,18,49.0,flying,,38,47,35,33,35,57,"keen-eye, unnerve, big-pecks",generation-viii,False,False,blue,wings,255
822,corvisquire,8,160,128.0,flying,,68,67,55,43,55,77,"keen-eye, unnerve, big-pecks",generation-viii,False,False,blue,wings,120
823,corviknight,22,750,248.0,flying,steel,98,87,105,53,85,67,"pressure, unnerve, mirror-armor",generation-viii,False,False,purple,wings,45
824,blipbug,4,80,36.0,bug,,25,20,20,25,45,45,"swarm, compound-eyes, telepathy",generation-viii,False,False,blue,armor,255
825,dottler,4,195,117.0,bug,psychic,50,35,80,50,90,30,"swarm, compound-eyes, telepathy",generation-viii,False,False,yellow,armor,120
826,orbeetle,4,408,253.0,bug,psychic,60,45,110,80,120,90,"swarm, frisk, telepathy",generation-viii,False,False,red,wings,45
827,nickit,6,89,49.0,dark,,40,28,28,47,52,50,"run-away, unburden, stakeout",generation-viii,False,False,brown,quadruped,255
828,thievul,12,199,159.0,dark,,70,58,58,87,92,90,"run-away, unburden, stakeout",generation-viii,False,False,brown,quadruped,127
829,gossifleur,4,22,50.0,grass,,40,40,60,40,60,10,"cotton-down, regenerator, effect-spore",generation-viii,False,False,green,blob,190
830,eldegoss,5,25,161.0,grass,,60,50,90,80,120,60,"cotton-down, regenerator, effect-spore",generation-viii,False,False,green,blob,75
831,wooloo,6,60,122.0,normal,,42,40,55,40,45,48,"fluffy, run-away, bulletproof",generation-viii,False,False,white,quadruped,255
832,dubwool,13,430,172.0,normal,,72,80,100,60,90,88,"fluffy, steadfast, bulletproof",generation-viii,False,False,white,quadruped,127
833,chewtle,3,85,57.0,water,,50,64,50,38,38,44,"strong-jaw, shell-armor, swift-swim",generation-viii,False,False,green,quadruped,255
834,drednaw,10,1155,170.0,water,rock,90,115,90,48,68,74,"strong-jaw, shell-armor, swift-swim",generation-viii,False,False,green,quadruped,75
835,yamper,3,135,54.0,electric,,59,45,50,40,50,26,"ball-fetch, rattled",generation-viii,False,False,yellow,quadruped,255
836,boltund,10,340,172.0,electric,,69,90,60,90,60,121,"strong-jaw, competitive",generation-viii,False,False,yellow,quadruped,45
837,rolycoly,3,120,48.0,rock,,30,40,50,40,50,30,"steam-engine, heatproof, flash-fire",generation-viii,False,False,black,ball,255
838,carkol,11,780,144.0,rock,fire,80,60,90,60,70,50,"steam-engine, flame-body, flash-fire",generation-viii,False,False,black,legs,120
839,coalossal,28,3105,255.0,rock,fire,110,80,120,80,90,30,"steam-engine, flame-body, flash-fire",generation-viii,False,False,black,humanoid,45
840,applin,2,5,52.0,grass,dragon,40,40,80,40,40,20,"ripen, gluttony, bulletproof",generation-viii,False,False,green,squiggle,255
841,flapple,3,10,170.0,grass,dragon,70,110,80,95,60,70,"ripen, gluttony, hustle",generation-viii,False,False,green,wings,45
842,appletun,4,130,170.0,grass,dragon,110,85,80,100,80,30,"ripen, gluttony, thick-fat",generation-viii,False,False,green,quadruped,45
843,silicobra,22,76,63.0,ground,,52,57,75,35,50,46,"sand-spit, shed-skin, sand-veil",generation-viii,False,False,green,squiggle,255
844,sandaconda,38,655,179.0,ground,,72,107,125,65,70,71,"sand-spit, shed-skin, sand-veil",generation-viii,False,False,green,squiggle,120
845,cramorant,8,180,166.0,flying,water,70,85,55,85,95,85,gulp-missile,generation-viii,False,False,blue,wings,45
846,arrokuda,5,10,56.0,water,,41,63,40,40,30,66,"swift-swim, propeller-tail",generation-viii,False,False,brown,fish,255
847,barraskewda,13,300,172.0,water,,61,123,60,60,50,136,"swift-swim, propeller-tail",generation-viii,False,False,brown,fish,60
848,toxel,4,110,48.0,electric,poison,40,38,35,54,35,40,"rattled, static, klutz",generation-viii,False,False,purple,upright,75
849,toxtricity-amped,16,400,176.0,electric,poison,75,98,70,114,70,75,"punk-rock, plus, technician",generation-viii,False,False,purple,upright,45
850,sizzlipede,7,10,61.0,fire,bug,50,65,45,50,50,45,"flash-fire, white-smoke, flame-body",generation-viii,False,False,red,tentacles,190
851,centiskorch,30,1200,184.0,fire,bug,100,115,65,90,90,65,"flash-fire, white-smoke, flame-body",generation-viii,False,False,red,tentacles,75
852,clobbopus,6,40,62.0,fighting,,50,68,60,50,50,32,"limber, technician",generation-viii,False,False,brown,tentacles,180
853,grapploct,16,390,168.0,fighting,,80,118,90,70,80,42,"limber, technician",generation-viii,False,False,blue,tentacles,45
854,sinistea,1,2,62.0,ghost,,40,45,45,74,54,50,"weak-armor, cursed-body",generation-viii,False,False,purple,ball,120
855,polteageist,2,4,178.0,ghost,,60,65,65,134,114,70,"weak-armor, cursed-body",generation-viii,False,False,purple,ball,60
856,hatenna,4,34,53.0,psychic,,42,30,45,56,53,39,"healer, anticipation, magic-bounce",generation-viii,False,False,pink,legs,235
857,hattrem,6,48,130.0,psychic,,57,40,65,86,73,49,"healer, anticipation, magic-bounce",generation-viii,False,False,pink,humanoid,120
858,hatterene,21,51,255.0,psychic,fairy,57,90,95,136,103,29,"healer, anticipation, magic-bounce",generation-viii,False,False,pink,blob,45
859,impidimp,4,55,53.0,dark,fairy,45,45,30,55,40,50,"prankster, frisk, pickpocket",generation-viii,False,False,pink,humanoid,255
860,morgrem,8,125,130.0,dark,fairy,65,60,45,75,55,70,"prankster, frisk, pickpocket",generation-viii,False,False,pink,humanoid,120
861,grimmsnarl,15,610,255.0,dark,fairy,95,120,65,95,75,60,"prankster, frisk, pickpocket",generation-viii,False,False,purple,humanoid,45
862,obstagoon,16,460,260.0,dark,normal,93,90,101,60,81,95,"reckless, guts, defiant",generation-viii,False,False,gray,upright,45
863,perrserker,8,280,154.0,steel,,70,110,100,50,60,50,"battle-armor, tough-claws, steely-spirit",generation-viii,False,False,brown,upright,90
864,cursola,10,4,179.0,ghost,,60,95,50,145,130,30,"weak-armor, perish-body",generation-viii,False,False,white,arms,30
865,sirfetchd,8,1170,177.0,fighting,,62,135,95,68,82,65,"steadfast, scrappy",generation-viii,False,False,white,wings,45
866,mr-rime,15,582,182.0,ice,psychic,80,85,75,110,100,70,"tangled-feet, screen-cleaner, ice-body",generation-viii,False,False,purple,humanoid,45
867,runerigus,16,666,169.0,ground,ghost,58,95,145,50,105,30,wandering-spirit,generation-viii,False,False,gray,blob,90
868,milcery,2,3,54.0,fairy,,45,40,40,50,61,34,"sweet-veil, aroma-veil",generation-viii,False,False,white,ball,200
